customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,clt_categories,predicted_income,final_income
2511.944048,17658,65,10,44,0,1,312.0,Very Low,,17658.0
2629.315549,0,71,0,44,0,1,340.8,Very Low,,
2449.128459,20567,72,24,76,4,1,345.6,Very Low,,20567.0
4061.997378,30061,104,4,22,0,1,499.2,Very Low,,30061.0
5252.511788,0,74,32,62,0,3,532.8,Very Low,,
4372.194536,20354,116,23,0,0,1,556.8,Very Low,,20354.0
15320.21872,36637,192,28,52,0,3,921.6,Very Low,,36637.0
9657.579498,0,131,34,61,0,9,628.8,Very Low,,
2472.469209,63860,62,26,81,0,1,208.598246,Very Low,,63860.0
6191.402312,0,199,4,29,3,1,955.2,Very Low,,
13583.6249,58544,114,19,48,0,2,769.788818,Very Low,,58544.0
27528.31132,54586,76,1,91,0,2,122.590766,Low,,54586.0
2952.581331,57248,74,31,17,0,1,355.2,Very Low,,57248.0
4949.389491,0,134,15,3,0,1,964.8,Very Low,,
8209.924674,66037,69,2,83,0,2,69.004181,Very Low,,66037.0
4170.687348,29462,107,28,23,1,1,513.6,Very Low,,29462.0
20600.23958,64541,86,16,43,0,2,256.279637,Low,,64541.0
2858.087414,27382,71,33,35,0,1,134.104322,Very Low,,27382.0
6282.082435,32311,79,10,23,0,3,207.289724,Very Low,,32311.0
2776.842204,23830,76,24,22,1,1,364.8,Very Low,,23830.0
14194.15441,88178,70,32,78,0,2,336.0,Very Low,,88178.0
9726.551005,72236,80,2,29,0,2,518.064733,Very Low,,72236.0
8099.466122,0,112,19,42,0,6,438.812143,Very Low,,
5020.473987,67890,63,23,26,0,3,174.08854,Very Low,,67890.0
4834.710493,38713,66,31,69,4,6,316.8,Very Low,,38713.0
17625.53763,77803,63,30,18,0,2,217.554695,Very Low,,77803.0
11009.13049,51643,283,16,43,0,1,1358.4,Very Low,,51643.0
4502.207001,46402,113,7,2,0,1,476.385575,Very Low,,46402.0
10570.7888,92044,132,7,77,0,3,617.288574,Very Low,,92044.0
10614.64457,16040,96,29,93,0,2,611.476898,Very Low,,16040.0
11436.42994,0,135,12,84,4,2,980.52817,Very Low,,
4458.113369,17622,65,1,36,1,3,312.0,Very Low,,17622.0
5558.31428,0,188,5,61,4,1,2156.011022,Very Low,,
5169.49937,12430,73,22,13,0,4,350.4,Very Low,,12430.0
7840.165778,58414,210,7,24,2,1,1008.0,Very Low,,58414.0
24108.30057,17257,70,1,88,0,2,551.132139,Low,,17257.0
5638.046345,70492,70,29,82,0,7,328.362698,Very Low,,70492.0
7680.147853,68229,96,11,41,0,5,460.8,Very Low,,68229.0
8409.067687,33397,106,31,15,0,5,508.8,Very Low,,33397.0
12341.83389,72503,106,29,99,0,2,295.821353,Very Low,,72503.0
2611.128028,90349,64,31,77,0,1,435.7186,Very Low,,90349.0
6081.481291,0,87,24,23,0,7,626.4,Very Low,,
4416.345862,25480,117,26,49,3,1,486.545439,Very Low,,25480.0
10932.21496,72462,68,8,70,0,2,272.737308,Very Low,,72462.0
5427.174517,27677,72,10,82,1,3,345.6,Very Low,,27677.0
6190.316839,25743,79,13,63,0,8,596.2476,Very Low,,25743.0
4523.752381,74935,112,15,62,0,1,192.859737,Very Low,,74935.0
2482.38724,0,71,13,50,0,1,511.2,Very Low,,
6903.946532,15921,92,9,12,1,4,571.549745,Very Low,,15921.0
21740.02913,30095,136,0,94,0,2,652.8,Low,,30095.0
37939.48817,20587,106,14,21,0,2,363.77598,Moderate,,20587.0
31215.68581,0,117,9,12,0,2,1227.822079,Low,,
8482.456771,29628,106,29,45,0,9,763.2,Very Low,,29628.0
8490.284985,28677,78,3,30,0,2,131.515739,Very Low,,28677.0
8886.610685,87094,113,20,17,1,5,64.894362,Very Low,,87094.0
4670.953723,0,64,25,89,0,4,181.810486,Very Low,,
10209.9339,43736,128,0,88,0,3,614.4,Very Low,,43736.0
4118.588554,69379,103,14,79,0,1,494.4,Very Low,,69379.0
7409.586372,80415,62,24,15,0,2,281.372658,Very Low,,80415.0
3803.79853,26050,97,4,51,0,1,465.6,Very Low,,26050.0
12157.32992,57449,103,6,28,0,2,494.4,Very Low,,57449.0
28119.28723,68211,99,9,21,0,2,475.2,Low,,68211.0
8219.358756,28445,103,18,72,0,6,427.762841,Very Low,,28445.0
4803.24007,37313,62,34,39,0,6,246.57631,Very Low,,37313.0
10865.86075,0,110,27,48,1,2,1066.913401,Very Low,,
3425.73115,29194,89,28,31,0,1,424.466821,Very Low,,29194.0
8609.158215,79090,107,2,74,0,3,289.040734,Very Low,,79090.0
4605.036646,22571,63,29,51,0,9,302.4,Very Low,,22571.0
18634.72656,0,139,16,33,0,2,1066.63167,Low,,
3465.52691,48744,86,3,59,0,1,412.8,Very Low,,48744.0
2478.180205,0,71,24,32,0,1,511.2,Very Low,,
5792.439588,29530,74,31,79,0,4,222.478994,Very Low,,29530.0
5548.031892,67798,69,1,78,0,9,331.2,Very Low,,67798.0
3443.301126,16208,93,22,20,0,1,446.4,Very Low,,16208.0
4529.072491,94757,112,0,25,0,1,5.453269,Very Low,,94757.0
5597.12496,37995,139,16,50,0,1,667.2,Very Low,,37995.0
2616.613903,72302,66,6,27,0,1,316.8,Very Low,,72302.0
10506.88413,37934,137,2,58,1,8,385.440163,Very Low,,37934.0
10758.65568,19382,94,31,18,0,2,676.8,Very Low,,19382.0
5498.661301,33191,70,9,80,0,9,443.53718,Very Low,,33191.0
2791.880258,72389,70,3,76,0,1,206.158416,Very Low,,72389.0
5176.157299,91475,64,28,35,0,3,73.295606,Very Low,,91475.0
8166.878898,0,111,2,29,0,3,799.2,Very Low,,
4267.076892,43682,107,12,73,0,1,148.003496,Very Low,,43682.0
5217.513287,39854,66,6,4,0,7,261.930545,Very Low,,39854.0
7807.216137,52162,99,1,63,0,4,251.152889,Very Low,,52162.0
5058.927182,0,134,32,27,0,1,643.2,Very Low,,
7772.579276,74755,195,10,10,0,1,1404.0,Very Low,,74755.0
11533.96706,85339,95,6,43,0,2,392.7457,Very Low,,85339.0
5073.282126,57709,125,10,26,0,1,600.0,Very Low,,57709.0
4636.54647,26802,66,7,43,1,5,316.8,Very Low,,26802.0
5296.838482,0,73,33,44,0,3,152.080908,Very Low,,
6273.911874,18577,86,21,76,0,6,412.8,Very Low,,18577.0
8002.308333,0,107,3,65,0,3,513.6,Very Low,,
15563.36944,0,253,15,40,5,7,1214.4,Very Low,,
4723.821588,21546,119,20,66,1,1,625.395925,Very Low,,21546.0
8436.350708,49182,70,6,86,0,2,165.410515,Very Low,,49182.0
7153.208425,32238,91,15,80,0,4,439.781453,Very Low,,32238.0
6990.691643,0,68,24,2,0,2,326.4,Very Low,,
6375.079233,98118,83,28,68,3,3,398.4,Very Low,,98118.0
27990.35769,22971,101,24,8,0,2,562.021558,Low,,22971.0
4971.727892,49161,63,16,41,2,3,171.746945,Very Low,,49161.0
7611.949286,90252,95,1,77,0,7,122.924197,Very Low,,90252.0
2422.194555,25036,61,11,30,1,1,292.8,Very Low,,25036.0
4647.423581,28314,121,21,37,0,1,580.8,Very Low,,28314.0
7765.228166,56337,97,26,25,0,3,465.6,Very Low,,56337.0
6189.443994,99074,77,4,40,1,9,208.38907,Very Low,,99074.0
3520.696547,31708,94,3,43,1,1,451.2,Very Low,,31708.0
2678.457672,0,83,3,85,1,1,398.4,Very Low,,
6274.564531,0,67,23,39,1,2,431.32052,Very Low,,
4650.063763,28215,65,15,26,0,3,468.0,Very Low,,28215.0
12010.93726,0,119,3,24,0,2,856.8,Very Low,,
10193.77423,21119,128,1,79,0,4,614.4,Very Low,,21119.0
15862.17507,0,66,14,16,0,2,475.2,Very Low,,
17254.03699,0,69,33,49,1,2,331.2,Very Low,,
5294.230247,0,70,9,19,0,3,20.521312,Very Low,,
6274.447705,13662,85,29,37,0,3,408.0,Very Low,,13662.0
8007.399376,0,112,12,93,0,3,537.6,Very Low,,
30966.31981,0,109,18,2,0,2,691.401424,Low,,
2666.976685,79251,67,10,32,1,1,321.6,Very Low,,79251.0
18572.01022,51294,116,19,45,0,2,113.237624,Low,,51294.0
6595.101921,0,105,2,38,2,7,847.717402,Very Low,,
2243.473907,0,62,34,71,0,1,675.468453,Very Low,,
7423.929008,0,107,27,27,0,9,513.6,Very Low,,
4627.090729,29124,129,15,41,4,1,619.2,Very Low,,29124.0
4413.255399,0,65,19,33,0,3,312.0,Very Low,,
3163.283136,97266,79,29,84,0,1,546.052144,Very Low,,97266.0
4908.124429,48207,63,28,85,2,8,164.974886,Very Low,,48207.0
7850.590399,0,69,5,78,0,2,331.2,Very Low,,
3210.417377,0,88,3,8,0,1,325.917598,Very Low,,
5387.40977,97316,67,13,18,0,7,309.076476,Very Low,,97316.0
2472.469209,63860,62,26,81,0,1,208.598246,Very Low,,63860.0
5403.586356,72633,67,28,91,0,8,155.761761,Very Low,,72633.0
31410.92822,28013,266,25,30,0,2,1276.8,Low,,28013.0
7627.431532,60479,96,1,44,0,3,85.155359,Very Low,,60479.0
7540.390159,0,68,24,42,0,2,519.757811,Very Low,,
2617.704041,14151,72,5,41,1,1,345.6,Very Low,,14151.0
7212.143863,75891,61,1,5,0,2,61.285525,Very Low,,75891.0
6671.766636,0,183,5,81,0,1,1317.6,Very Low,,
5677.642084,53078,73,1,10,0,5,764.221884,Very Low,,53078.0
22952.06778,20031,86,4,83,0,2,109.69048,Low,,20031.0
2960.567044,92070,74,16,1,0,1,368.669336,Very Low,,92070.0
2446.681538,44509,61,8,68,0,1,226.731454,Very Low,,44509.0
7659.71722,0,73,22,93,0,2,525.6,Very Low,,
4533.733641,91967,113,4,74,0,1,156.736745,Very Low,,91967.0
2355.281389,0,63,20,5,0,1,302.4,Very Low,,
14316.84569,97379,119,10,62,0,2,354.764801,Very Low,,97379.0
10179.71704,14290,271,20,40,0,1,1300.8,Very Low,,14290.0
8129.511,0,119,3,11,1,8,729.405742,Very Low,,
13272.22792,0,194,31,11,0,4,1396.8,Very Low,,
17817.46464,0,68,4,71,0,2,256.916302,Very Low,,
25002.01883,21927,71,32,40,0,2,128.624785,Low,,21927.0
19955.25713,69096,99,24,32,0,2,64.669515,Low,,69096.0
4606.26977,0,72,8,14,2,8,518.4,Very Low,,
15114.40241,28513,100,4,22,1,2,480.0,Very Low,,28513.0
4782.349875,81687,61,7,77,0,6,292.8,Very Low,,81687.0
6317.373557,13792,87,2,3,2,3,620.19254,Very Low,,13792.0
16224.54182,32184,136,14,91,1,2,266.146673,Very Low,,32184.0
9585.501257,26432,88,19,89,3,2,422.4,Very Low,,26432.0
10130.93442,59232,85,6,75,0,2,408.0,Very Low,,59232.0
7343.52792,0,72,26,12,3,2,345.6,Very Low,,
7699.632103,23577,68,1,67,0,2,91.815153,Very Low,,23577.0
5739.823806,0,80,27,88,0,3,848.201438,Very Low,,
3874.86854,26670,98,23,13,0,1,541.229321,Very Low,,26670.0
8112.323843,87403,68,1,63,0,2,456.290338,Very Low,,87403.0
2707.429536,51455,67,16,85,0,1,11.046789,Very Low,,51455.0
5686.961001,30242,72,30,23,0,3,48.288036,Very Low,,30242.0
7381.623005,64311,62,21,79,0,2,157.174836,Very Low,,64311.0
2724.262292,0,70,21,70,0,1,405.384524,Very Low,,
9075.768214,37722,116,8,23,0,8,158.077504,Very Low,,37722.0
2756.543334,42336,69,12,56,0,1,25.605349,Very Low,,42336.0
8382.478392,25998,71,16,38,0,2,791.878042,Very Low,,25998.0
7868.0982,24887,68,33,6,0,2,326.4,Very Low,,24887.0
2851.645994,0,82,15,82,0,1,590.4,Very Low,,
7615.369665,90918,64,22,19,0,2,163.411884,Very Low,,90918.0
5658.531248,78834,72,14,20,2,8,345.6,Very Low,,78834.0
4307.464888,0,62,27,14,0,3,434.26667,Very Low,,
4820.704584,27872,61,19,78,0,3,186.857059,Very Low,,27872.0
8754.16043,24012,112,30,91,1,3,82.211282,Very Low,,24012.0
7259.328982,16367,94,2,99,0,9,515.569363,Very Low,,16367.0
2675.029491,55479,68,5,7,1,1,117.964245,Very Low,,55479.0
3305.129877,40778,86,1,59,0,1,412.8,Very Low,,40778.0
8984.040021,0,137,22,68,3,6,1532.080871,Very Low,,
3567.503755,0,102,28,11,0,1,660.430456,Very Low,,
23747.46699,0,96,29,22,4,2,460.8,Low,,
3352.87052,95438,83,25,76,0,1,99.223092,Very Low,,95438.0
5169.49937,12430,73,22,13,0,4,350.4,Very Low,,12430.0
8564.768226,95697,107,29,29,0,9,178.006524,Very Low,,95697.0
8028.484649,0,74,26,84,0,2,532.8,Very Low,,
9000.439546,28108,114,6,27,0,3,547.2,Very Low,,28108.0
11638.89947,25370,102,10,77,0,2,489.6,Very Low,,25370.0
7376.795372,0,105,31,85,0,5,756.0,Very Low,,
7892.088107,28672,71,14,34,0,2,340.8,Very Low,,28672.0
19160.98994,22705,239,19,59,0,7,1294.700423,Low,,22705.0
5548.031892,67798,69,1,78,0,9,331.2,Very Low,,67798.0
8319.5292,61367,70,7,85,0,2,498.533231,Very Low,,61367.0
13770.97618,59207,116,23,21,0,2,556.8,Very Low,,59207.0
5225.253777,67423,65,24,0,0,9,293.308765,Very Low,,67423.0
16979.79757,35095,73,25,56,0,2,525.6,Very Low,,35095.0
7485.356469,26380,96,29,70,0,4,177.36984,Very Low,,26380.0
2639.644171,88731,66,10,72,0,1,148.971857,Very Low,,88731.0
8085.448545,61409,68,30,80,0,2,264.040157,Very Low,,61409.0
12316.79698,0,167,30,40,0,5,1985.999807,Very Low,,
5568.947534,0,79,21,53,1,7,407.440238,Very Low,,
3571.82831,74931,89,13,16,0,1,230.84972,Very Low,,74931.0
3350.244285,74770,86,23,10,0,1,412.8,Very Low,,74770.0
2716.190293,0,95,14,81,5,1,619.267164,Very Low,,
38887.9034,44299,107,0,73,0,2,180.085807,Moderate,,44299.0
2272.447229,0,71,22,10,1,1,390.498822,Very Low,,
2849.252467,63326,72,2,34,0,1,361.564021,Very Low,,63326.0
5328.320299,0,73,12,42,0,7,794.445585,Very Low,,
4679.977728,21720,128,5,7,0,1,837.905079,Very Low,,21720.0
5345.201117,55571,135,4,46,0,1,904.813121,Very Low,,55571.0
2437.084486,34759,61,30,84,0,1,302.353842,Very Low,,34759.0
4637.544647,0,68,18,81,0,3,352.130674,Very Low,,
8804.584902,38638,74,5,84,0,2,355.2,Very Low,,38638.0
2438.689804,80927,62,25,8,0,1,211.660971,Very Low,,80927.0
4736.34799,0,65,33,1,0,3,585.454243,Very Low,,
5608.155723,81914,70,6,33,0,6,198.75466,Very Low,,81914.0
6465.223746,0,92,9,24,0,3,662.4,Very Low,,
2435.245577,0,72,28,64,0,1,345.6,Very Low,,
2111.993329,0,74,5,75,4,1,369.822544,Very Low,,
2347.591802,0,69,14,10,1,1,757.89114,Very Low,,
3636.561567,25407,98,2,88,0,1,284.239719,Very Low,,25407.0
5692.684466,86073,70,2,96,0,3,291.587866,Very Low,,86073.0
4041.241758,23818,104,6,1,1,1,499.2,Very Low,,23818.0
7756.174223,21326,99,22,9,0,3,632.765462,Very Low,,21326.0
3151.16213,18486,86,24,95,0,1,412.8,Very Low,,18486.0
7198.415033,10458,102,11,29,0,4,489.6,Very Low,,10458.0
5263.921634,82528,131,10,65,0,1,258.036918,Very Low,,82528.0
4347.159852,38223,112,27,18,2,1,537.6,Very Low,,38223.0
2884.636779,63438,72,32,67,0,1,36.732923,Very Low,,63438.0
6906.201903,13432,92,5,82,0,8,610.567945,Very Low,,13432.0
4450.220503,26848,114,10,50,0,1,100.557495,Very Low,,26848.0
24127.50402,14072,71,13,3,0,2,511.2,Low,,14072.0
5246.278375,28909,66,15,66,0,8,456.702735,Very Low,,28909.0
2744.73543,35159,68,0,73,0,1,150.501033,Very Low,,35159.0
5543.802692,64255,70,7,36,0,8,193.86537,Very Low,,64255.0
6013.038073,0,84,8,30,0,7,604.8,Very Low,,
3650.576237,88842,90,32,42,0,1,350.75997,Very Low,,88842.0
2520.818611,39377,64,7,53,0,1,307.2,Very Low,,39377.0
5169.49937,12430,73,22,13,0,4,350.4,Very Low,,12430.0
2395.57,21986,63,1,9,0,1,333.696228,Very Low,,21986.0
3031.587812,27435,76,9,6,0,1,455.545318,Very Low,,27435.0
11790.49617,25251,66,13,43,0,2,316.8,Very Low,,25251.0
6755.076276,29881,85,27,95,0,6,17.92017,Very Low,,29881.0
11315.20373,11885,101,18,39,0,2,484.8,Very Low,,11885.0
8207.702516,40420,104,2,10,0,7,499.2,Very Low,,40420.0
5332.615013,74837,66,9,18,0,7,376.502488,Very Low,,74837.0
3087.432549,67591,77,2,78,0,1,198.080417,Very Low,,67591.0
4652.595489,47590,119,14,25,0,1,121.327914,Very Low,,47590.0
2489.751297,75474,62,12,7,0,1,297.6,Very Low,,75474.0
18196.63824,57177,92,14,51,0,2,441.6,Low,,57177.0
2668.731444,52344,66,4,7,0,1,182.607687,Very Low,,52344.0
8257.014532,20072,70,26,34,0,2,487.814322,Very Low,,20072.0
12465.92416,33604,105,5,80,0,2,357.618596,Very Low,,33604.0
6743.126791,0,61,2,76,0,2,292.8,Very Low,,
2883.165412,37741,74,3,59,0,1,355.2,Very Low,,37741.0
29973.41592,48471,83,5,20,1,2,208.904212,Low,,48471.0
4686.469674,58089,118,31,83,0,1,566.4,Very Low,,58089.0
6057.07208,27681,83,13,62,0,9,398.4,Very Low,,27681.0
6895.309989,28992,74,3,90,4,2,355.2,Very Low,,28992.0
9549.113813,55986,119,3,60,0,9,388.506303,Very Low,,55986.0
10593.59462,94042,132,13,67,0,9,633.6,Very Low,,94042.0
7735.465528,0,101,11,34,0,3,563.284331,Very Low,,
2306.427813,0,67,19,70,0,1,482.4,Very Low,,
31234.89323,70164,88,34,3,0,2,375.401079,Low,,70164.0
5096.673223,22886,65,9,81,0,3,312.0,Very Low,,22886.0
3226.790317,19948,89,17,84,0,1,427.2,Very Low,,19948.0
5896.536531,39293,74,17,48,0,6,352.740946,Very Low,,39293.0
13869.92705,28432,118,1,59,0,2,612.300581,Very Low,,28432.0
18532.40504,0,70,1,30,0,2,504.0,Low,,
7716.439345,0,107,2,93,0,4,1166.754216,Very Low,,
6439.779016,47412,81,10,39,0,7,421.824276,Very Low,,47412.0
9718.463569,0,65,12,46,0,2,312.0,Very Low,,
12759.27844,68351,107,16,90,0,2,725.339771,Very Low,,68351.0
5926.980962,58733,74,26,42,0,9,355.2,Very Low,,58733.0
11389.94398,58187,95,18,39,0,2,76.73348,Very Low,,58187.0
3497.483075,63189,88,16,95,0,1,569.124597,Very Low,,63189.0
9476.901955,0,254,23,55,0,1,1828.8,Very Low,,
9853.773193,44006,130,18,26,0,4,494.664784,Very Low,,44006.0
8099.40027,60932,101,7,35,0,3,484.8,Very Low,,60932.0
8507.832473,56704,71,33,50,0,2,84.715044,Very Low,,56704.0
23903.68234,0,74,12,72,1,2,355.2,Low,,
5360.557066,24254,68,11,84,0,5,326.4,Very Low,,24254.0
29706.78459,0,128,15,37,0,2,1345.317161,Low,,
5431.213625,57125,68,13,99,0,3,326.4,Very Low,,57125.0
9048.983447,0,119,9,8,0,3,571.2,Very Low,,
4359.74197,0,64,17,84,0,9,307.2,Very Low,,
2889.087654,72075,73,32,1,2,1,22.569825,Very Low,,72075.0
3056.217296,34317,78,6,32,2,1,263.592181,Very Low,,34317.0
13815.7802,96745,179,14,25,5,3,859.2,Very Low,,96745.0
5116.727579,95427,65,2,85,0,5,442.808018,Very Low,,95427.0
10033.28281,0,146,5,84,0,3,1404.845849,Very Low,,
2772.835753,30606,71,11,7,0,1,253.04739,Very Low,,30606.0
2647.519741,37876,69,13,15,0,1,300.056383,Very Low,,37876.0
4038.864803,0,110,17,59,0,1,528.0,Very Low,,
7781.89849,57474,97,21,44,0,3,280.037716,Very Low,,57474.0
16473.16905,22828,106,11,54,0,2,508.8,Very Low,,22828.0
5285.314179,65096,67,3,81,3,8,321.6,Very Low,,65096.0
3107.588649,0,88,1,66,0,1,87.135752,Very Low,,
5780.182197,51066,74,23,0,0,8,787.993313,Very Low,,51066.0
26939.51419,96866,113,26,88,1,2,377.385724,Low,,96866.0
2329.459058,20934,61,14,35,1,1,292.8,Very Low,,20934.0
4589.940596,32510,119,29,38,0,1,571.2,Very Low,,32510.0
4428.031583,58577,110,6,62,0,1,303.872752,Very Low,,58577.0
10881.77039,73268,137,30,35,0,3,41.139806,Very Low,,73268.0
5412.696604,0,80,8,44,0,3,576.0,Very Low,,
8382.630118,19683,117,17,41,1,9,561.6,Very Low,,19683.0
4834.710493,38713,66,31,69,4,6,316.8,Very Low,,38713.0
21710.27538,62370,94,4,10,2,2,32.00761,Low,,62370.0
2430.870824,28476,62,3,76,0,1,297.6,Very Low,,28476.0
14651.6153,74915,122,13,17,0,2,393.151377,Very Low,,74915.0
5073.282126,57709,125,10,26,0,1,600.0,Very Low,,57709.0
5520.476175,94676,69,27,14,0,3,331.2,Very Low,,94676.0
6008.184526,43543,76,11,62,0,8,339.255348,Very Low,,43543.0
24543.19862,68297,212,6,42,3,2,1272.487601,Low,,68297.0
2429.374554,74241,61,21,57,0,1,138.588291,Very Low,,74241.0
3452.029549,61385,86,25,35,0,1,199.299449,Very Low,,61385.0
4109.310394,0,62,0,23,0,8,446.4,Very Low,,
8714.922135,0,118,14,64,0,4,566.4,Very Low,,
8110.305608,52548,101,10,1,0,5,587.504777,Very Low,,52548.0
3669.83263,0,95,22,17,0,1,429.657692,Very Low,,
3893.305281,26605,100,33,13,0,1,933.330936,Very Low,,26605.0
2496.476385,0,67,25,32,0,1,181.335364,Very Low,,
4629.970602,0,70,23,32,0,7,754.945216,Very Low,,
17684.65456,82667,64,5,65,1,2,307.2,Very Low,,82667.0
15663.65604,31789,130,11,65,0,2,316.418786,Very Low,,31789.0
4940.124252,0,71,10,85,0,3,551.569883,Very Low,,
2754.461855,25151,69,22,19,0,1,318.040989,Very Low,,25151.0
2953.797658,0,87,25,6,2,1,414.190987,Very Low,,
6198.793072,24053,87,33,53,1,7,624.532492,Very Low,,24053.0
12176.00621,0,117,5,3,0,2,1373.258272,Very Low,,
4035.009284,55407,101,30,68,1,1,275.341953,Very Low,,55407.0
2954.387586,62461,73,15,7,0,1,129.267408,Very Low,,62461.0
5204.64616,29406,68,33,79,0,6,326.4,Very Low,,29406.0
8100.243093,89420,67,3,83,0,2,212.455137,Very Low,,89420.0
4443.631711,0,121,7,69,0,1,644.269611,Very Low,,
7503.367741,52464,95,9,15,0,3,515.930856,Very Low,,52464.0
2548.509175,43731,64,35,12,2,1,162.461078,Very Low,,43731.0
2473.368225,13449,68,28,13,0,1,326.4,Very Low,,13449.0
32777.30467,0,115,3,22,0,2,552.0,Low,,
19228.46362,0,187,14,32,0,2,897.6,Low,,
4538.117454,49821,61,26,48,4,3,333.308611,Very Low,,49821.0
7663.514373,34837,63,32,27,0,2,72.828431,Very Low,,34837.0
4177.288153,44222,104,19,3,0,1,413.196371,Very Low,,44222.0
11776.00378,58881,97,8,51,0,2,354.885018,Very Low,,58881.0
3996.772165,46210,100,2,44,0,1,46.315771,Very Low,,46210.0
5490.775023,49480,70,17,57,1,4,72.686545,Very Low,,49480.0
12989.81806,0,65,16,3,0,2,312.0,Very Low,,
4599.759229,79284,117,9,59,1,1,156.452827,Very Low,,79284.0
2351.878675,12928,64,12,74,0,1,307.2,Very Low,,12928.0
2903.242245,20510,74,32,63,0,1,355.2,Very Low,,20510.0
3807.528493,0,115,16,89,0,1,828.0,Very Low,,
8310.704732,67541,104,10,45,0,6,203.886869,Very Low,,67541.0
8962.795984,97924,74,4,26,0,2,355.2,Very Low,,97924.0
12157.5413,40432,77,21,66,0,2,369.6,Very Low,,40432.0
16460.07754,16869,222,28,57,0,3,1065.6,Very Low,,16869.0
8788.532018,91171,110,3,64,0,8,771.39748,Very Low,,91171.0
5093.479191,0,71,12,55,0,3,150.878447,Very Low,,
5377.90796,34528,69,22,0,2,7,183.602763,Very Low,,34528.0
5635.746396,20303,71,24,84,0,3,340.8,Very Low,,20303.0
3514.212939,73643,89,2,2,0,1,147.486454,Very Low,,73643.0
4386.277558,10621,67,28,22,0,5,321.6,Very Low,,10621.0
7294.5816,76407,91,22,85,0,9,436.8,Very Low,,76407.0
2415.063816,0,71,20,4,0,1,511.2,Very Low,,
4693.751128,26607,122,3,73,0,1,585.6,Very Low,,26607.0
7481.825592,61783,94,17,20,0,6,658.125874,Very Low,,61783.0
5953.352957,20283,77,7,17,0,3,369.6,Very Low,,20283.0
3890.964154,43578,98,5,46,0,1,105.662175,Very Low,,43578.0
5352.218989,93606,67,23,44,0,3,321.6,Very Low,,93606.0
8105.81483,17920,72,14,53,0,2,424.375364,Very Low,,17920.0
3509.968806,51800,92,29,12,0,1,299.452532,Very Low,,51800.0
8434.119038,27694,108,3,3,0,7,741.850171,Very Low,,27694.0
4254.620669,11904,61,34,11,2,3,292.8,Very Low,,11904.0
2839.945741,53444,72,10,67,1,1,315.703929,Very Low,,53444.0
16473.16905,22828,106,11,54,0,2,508.8,Very Low,,22828.0
31706.9251,50719,131,33,79,0,2,870.626907,Low,,50719.0
2580.849899,46900,66,13,59,0,1,316.8,Very Low,,46900.0
17622.1332,0,252,31,10,0,3,1814.4,Very Low,,
14435.67365,60880,119,25,89,0,2,109.906628,Very Low,,60880.0
12731.95161,40870,105,3,56,0,2,504.0,Very Low,,40870.0
2398.354197,14321,65,20,72,0,1,423.823547,Very Low,,14321.0
6182.618843,20072,82,35,51,0,9,473.266879,Very Low,,20072.0
9431.376818,77365,79,4,35,0,2,2.823303,Very Low,,77365.0
4651.28429,98475,115,8,22,0,1,552.0,Very Low,,98475.0
12168.74492,14973,115,2,75,0,2,828.0,Very Low,,14973.0
26122.12998,83385,131,26,77,2,2,704.337157,Low,,83385.0
3237.305187,0,90,19,91,0,1,659.435886,Very Low,,
9416.474669,0,86,9,83,1,2,412.8,Very Low,,
2506.360995,0,73,8,19,0,1,525.6,Very Low,,
5272.005079,98110,65,3,77,0,8,176.287711,Very Low,,98110.0
5246.278375,28909,66,15,66,0,8,456.702735,Very Low,,28909.0
10611.56172,0,96,29,5,0,2,949.953253,Very Low,,
2249.874803,0,62,6,2,0,1,297.6,Very Low,,
2816.756002,42937,71,14,9,0,1,251.779842,Very Low,,42937.0
4751.280948,30887,119,15,18,0,1,444.167713,Very Low,,30887.0
28622.31443,35442,239,10,20,0,2,1147.2,Low,,35442.0
8421.516848,95139,103,25,27,0,6,34.023132,Very Low,,95139.0
4660.399573,89834,116,24,11,0,1,43.15595,Very Low,,89834.0
6843.848971,0,66,18,21,0,2,478.509797,Very Low,,
9223.987144,18814,122,20,94,0,3,585.6,Very Low,,18814.0
4938.72766,82733,62,5,12,0,9,72.101019,Very Low,,82733.0
15114.40241,28513,100,4,22,1,2,480.0,Very Low,,28513.0
5037.953998,0,68,28,23,1,9,326.4,Very Low,,
5097.318657,67233,63,10,26,0,3,246.693624,Very Low,,67233.0
8906.991433,58718,226,11,0,0,1,1084.8,Very Low,,58718.0
22721.47396,21724,198,4,51,0,2,1505.230405,Low,,21724.0
9095.15235,65103,115,29,41,4,3,552.0,Very Low,,65103.0
4898.957331,55071,61,10,14,0,5,231.516063,Very Low,,55071.0
2916.380797,85817,72,0,31,0,1,154.987759,Very Low,,85817.0
5729.855012,92254,70,7,94,0,7,245.593225,Very Low,,92254.0
12280.76661,88340,102,16,1,0,2,489.6,Very Low,,88340.0
2472.469209,63860,62,26,81,0,1,208.598246,Very Low,,63860.0
4698.345864,26411,126,25,9,1,1,604.8,Very Low,,26411.0
7950.178237,26189,69,6,42,0,2,331.2,Very Low,,26189.0
3299.339339,66114,92,12,6,4,1,178.842061,Very Low,,66114.0
7506.779365,49561,193,4,35,0,1,926.4,Very Low,,49561.0
